user_id,event_date,event_name,acquisition_channel
U0170,2026-03-11,visit,Referral
U0170,2026-03-11,signup,Referral
U0170,2026-03-11,activate,Referral
U0170,2026-04-08,active,Referral
U0170,2026-07-11,active,Referral
U0170,2026-08-12,active,Referral
U0171,2026-03-16,visit,Partner
U0171,2026-03-16,signup,Partner
U0171,2026-06-13,active,Partner
U0172,2026-03-21,visit,Organic
U0172,2026-03-21,signup,Organic
U0172,2026-03-21,activate,Organic
U0172,2026-04-14,active,Organic
U0172,2026-05-15,active,Organic
U0172,2026-06-16,active,Organic
U0173,2026-03-02,visit,Paid Search
U0173,2026-03-02,signup,Paid Search
U0173,2026-03-02,activate,Paid Search
U0174,2026-03-07,visit,Referral
U0174,2026-03-07,signup,Referral
U0174,2026-04-20,active,Referral
U0174,2026-07-23,active,Referral
U0175,2026-03-12,visit,Partner
U0175,2026-03-12,signup,Partner
U0175,2026-03-12,purchase,Partner
U0175,2026-08-03,active,Partner
U0176,2026-03-17,visit,Organic
U0176,2026-03-17,activate,Organic
U0176,2026-04-02,active,Organic
U0176,2026-06-04,active,Organic
U0177,2026-03-22,visit,Paid Search
U0177,2026-03-22,signup,Paid Search
U0177,2026-08-09,active,Paid Search
U0178,2026-03-03,visit,Referral
U0178,2026-03-03,signup,Referral
U0178,2026-03-03,activate,Referral
U0178,2026-04-08,active,Referral
U0178,2026-05-09,active,Referral
U0178,2026-06-10,active,Referral
U0179,2026-03-08,visit,Partner
U0179,2026-03-08,signup,Partner
U0179,2026-04-11,active,Partner
U0179,2026-05-12,active,Partner
U0180,2026-03-13,visit,Organic
U0180,2026-03-13,signup,Organic
U0180,2026-03-13,purchase,Organic
U0180,2026-04-14,active,Organic
