time_entry_id,shot_id,project_id,artist_id,work_date,hours_logged,task_type,billable_flag,overtime_flag,source_system,comment
TE-0000604,PRJ-1002_SQ100_SH0010,PRJ-1002,ART-006,2024-03-09,18.77,Production,Y,Y,Timesheet Portal,
TE-0003166,PRJ-1008_SQ050_SH0010,PRJ-1008,ART-053,2025-02-15,6.79,Review Fixes,Y,Y,Timesheet Portal,Weekend delivery push
TE-0000295,PRJ-1001_SQ050_SH0060,PRJ-1001,ART-021,2024-05-10,3.37,Technical Setup,Y,N,Production Tracker,Internal review changes
TE-0005616,PRJ-1012_SQ120_SH0040,PRJ-1012,ART-007,2026-02-25,1.92,Review Fixes,Y,N,Production Tracker,
TE-0000102,PRJ-1001_SQ070_SH0020,PRJ-1001,ART-038,2024-03-07,9.83,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0005312,PRJ-1011_SQ030_SH0120,PRJ-1011,ART-015,2026-03-18,9.54,Technical Setup,Y,Y,Production Tracker,Internal review changes
TE-0001185,PRJ-1003_SQ030_SH0010,PRJ-1003,ART-026,2024-04-28,5.65,Review Fixes,Y,Y,Production Tracker,
TE-0002144,PRJ-1005_SQ030_SH0060,PRJ-1005,ART-005,2024-10-23,3.45,Production,Y,N,Production Tracker,
TE-0001973,PRJ-1004_SQ040_SH0090,PRJ-1004,ART-036,2025-01-15,2.27,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0005828,PRJ-1012_SQ010_SH0080,PRJ-1012,ART-001,2026-06-15,21.57,Production,Y,Y,Production Tracker,Internal review changes
TE-0001731,PRJ-1004_SQ010_SH0050,PRJ-1004,ART-041,2024-09-13,22.1,R&D,N,Y,Production Tracker,
TE-0005991,PRJ-1013_SQ010_SH0050,PRJ-1013,ART-025,2026-03-06,7.81,Review Fixes,Y,N,Production Tracker,
TE-0001024,PRJ-1002_SQ090_SH0060,PRJ-1002,ART-046,2024-09-05,1.06,Review Fixes,Y,N,Timesheet Portal,
TE-0005625,PRJ-1012_SQ030_SH0050,PRJ-1012,ART-014,2026-03-19,2.96,Production,Y,N,Production Tracker,Late turnover
TE-0000760,PRJ-1002_SQ080_SH0030,PRJ-1002,ART-050,2024-05-01,16.13,Production,Y,Y,Timesheet Portal,Client notes
TE-0001882,PRJ-1004_SQ060_SH0070,PRJ-1004,ART-030,2024-11-24,4.22,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0006107,PRJ-1013_SQ010_SH0080,PRJ-1013,ART-013,2026-04-22,0.52,Production,Y,N,Production Tracker,Internal review changes
TE-0005891,PRJ-1013_SQ050_SH0010,PRJ-1013,ART-037,2026-02-01,1.29,Review Fixes,Y,Y,Production Tracker,
TE-0002604,PRJ-1006_SQ100_SH0030,PRJ-1006,ART-018,2025-01-10,1.15,Production,Y,N,Timesheet Portal,
TE-0006206,PRJ-1014_SQ030_SH0020,PRJ-1014,ART-046,2026-03-18,6.79,Production,Y,N,Timesheet Portal,Internal review changes
TE-0003241, PRJ-1008_SQ070_SH0020,PRJ-1008,ART-041,2025-03-26,7.3,QC,Y,N,Production Tracker,
TE-0004725,PRJ-1010_SQ090_SH0070,PRJ-1010,ART-046,2025-12-06,2.84,Production,Y,Y,Production Tracker,
TE-0005190,PRJ-1011_SQ040_SH0080,PRJ-1011,ART-002,2025-12-05,6.05,Production,Y,N,Production Tracker,Internal review changes
TE-0005464,PRJ-1012_SQ070_SH0020,PRJ-1012,ART-034,2025-12-20,9.13,R&D,N,Y,Timesheet Portal,Weekend delivery push
TE-0002011,PRJ-1005_SQ050_SH0010,PRJ-1005,ART-039,2024-09-02,6.78,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0000375,PRJ-1001_SQ030_SH0080,PRJ-1001,ART-036,2024-06-26,4.62,Production,Y,N,Production Tracker,
TE-0003479,PRJ-1008_SQ060_SH0060,PRJ-1008,ART-057,2025-06-12,4.74,Production,Y,N,Production Tracker,
TE-0001250,PRJ-1003_SQ030_SH0030,PRJ-1003,ART-005,2024-04-27,4.11,Production,Y,Y,Production Tracker,Client notes
TE-0006464,PRJ-1014_SQ010_SH0110,PRJ-1014,ART-025,2026-07-26,7.88,R&D,N,Y,Production Tracker,Internal review changes
TE-0002223,PRJ-1005_SQ010_SH0090,PRJ-1005,ART-012,2024-12-14,9.29,Technical Setup,Y,Y,Production Tracker,Late turnover
TE-0003628,PRJ-1008_SQ080_SH0080,PRJ-1008,ART-036,2025-08-05,5.4,Production,Y,N,Production Tracker,
TE-0001789,PRJ-1004_SQ020_SH0060,PRJ-1004,ART-002,2024-10-21,3.52,Production,Y,N,Production Tracker,
TE-0006371,PRJ-1014_SQ060_SH0060,PRJ-1014,ART-015,2026-05-23,3.8,Review Fixes,Y,Y,Production Tracker,
TE-0003361,PRJ-1008_SQ070_SH0040,PRJ-1008,ART-036,2025-05-06,7.15,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0000390,PRJ-1001_SQ050_SH0080,PRJ-1001,ART-054,2024-07-05,7.78,Production,Y,N,Timesheet Portal,Internal review changes
TE-0002715,,PRJ-1006,ART-040,2025-03-05,7.12,Production,Y,N,Timesheet Portal,Late turnover
TE-0005795,PRJ-1012_SQ090_SH0070,PRJ-1012,ART-052,2026-05-30,3.03,Production,Y,Y,Production Tracker,Client notes
TE-0004003,PRJ-1009_SQ010_SH0060,PRJ-1009,ART-001,2025-07-31,31.16,Production,Y,Y,Production Tracker,
TE-0001447,PRJ-1003_SQ020_SH0080,PRJ-1003,ART-052,2024-05-25,5.38,Production,Y,Y,Production Tracker,Late turnover
TE-0001460,PRJ-1003_SQ040_SH0080,PRJ-1003,ART-043,2024-06-11,4.68,QC,Y,N,Timesheet Portal,
TE-0002534,PRJ-1006_SQ110_SH0020,PRJ-1006,ART-023,2024-12-20,4.34,Production,Y,N,Production Tracker,Weekend delivery push
TE-0006421,PRJ-1014_SQ050_SH0080,PRJ-1014,ART-038,2026-06-19,6.62,Production,Y,N,Production Tracker,
TE-0001363,PRJ-1003_SQ010_SH0060,PRJ-1003,ART-017,2024-05-12,6.06,Production,Y,Y,Timesheet Portal,
TE-0005369,PRJ-1012_SQ040_SH0010,PRJ-1012,ART-060,2025-11-02,7.72,Technical Setup,Y,Y,Production Tracker,
TE-0000887,PRJ-1002_SQ010_SH0050,PRJ-1002,ART-013,2024-07-01,20.06,Technical Setup,Y,Y,Production Tracker,Internal review changes
TE-0003777,PRJ-1009_SQ020_SH0020,PRJ-1009,ART-035,2025-05-02,9.22,Review Fixes,Y,Y,Production Tracker,
TE-0001321,PRJ-1003_SQ050_SH0040,PRJ-1003,ART-041,2024-05-10,9.03,Production,Y,Y,Timesheet Portal,Late turnover
TE-0000133,PRJ-1001_SQ050_SH0030,PRJ-1001,ART-007,2024-03-17,6.06,Production,Y,Y,Production Tracker,Late turnover
TE-0001290,PRJ-1003_SQ020_SH0040,PRJ-1003,ART-042,2024-05-03,1.88,Production,Y,N,Timesheet Portal,Client notes
TE-0001748,PRJ-1004_SQ050_SH0050,PRJ-1004,ART-054,2024-09-29,-2,QC,Y,Y,Timesheet Portal,Weekend delivery push
TE-0000318,PRJ-1001_SQ080_SH0060,PRJ-1001,ART-041,2024-05-22,4.62,Review Fixes,Y,N,Production Tracker,
TE-0001470,PRJ-1003_SQ010_SH0090,PRJ-1003,ART-028,2024-06-17,3.45,Technical Setup,Y,N,Production Tracker,
TE-0001272,PRJ-1003_SQ050_SH0030,PRJ-1003,ART-010,TBD,0.25,Production,Y,N,Production Tracker,
TE-0000252,PRJ-1001_SQ060_SH0050,PRJ-1001,ART-011,2024-04-13,2.27,Review Fixes,Y,Y,Production Tracker,
TE-0006754,PRJ-1015_SQ050_SH0080,PRJ-1015,ART-021,2026-07-25,4.89,Production,1,Y,Production Tracker,Weekend delivery push
TE-0004606,PRJ-1010_SQ030_SH0060,PRJ-1010,ART-037,2025-10-12,9.98,Technical Setup,Y,Y,Production Tracker,Client notes
TE-0002502,PRJ-1006_SQ050_SH0020,PRJ-1006,ART-020,2024-11-26,5.71,Production,Y,N,Production Tracker,Late turnover
TE-0006501,PRJ-1015_SQ020_SH0010,PRJ-1015,ART-015,2026-03-24,1.17,Production,Y,N,Timesheet Portal,
TE-0001997,PRJ-1005_SQ030_SH0010,PRJ-1005,ART-039,2024-08-27,6.53,Review Fixes,Y,N,Production Tracker,Internal review changes
TE-0001899,PRJ-1004_SQ100_SH0070,PRJ-1004,ART-036,2024-12-04,12.9,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0000869,PRJ-1002_SQ100_SH0040,PRJ-1002,ART-026,2024-06-27,5.5,Review Fixes,Y,N,Production Tracker,Client notes
TE-0004791,PRJ-1010_SQ070_SH0080,PRJ-1010,ART-035,2025-12-25,9.81,Production,Y,Y,Production Tracker,Internal review changes
TE-0001734,PRJ-1004_SQ020_SH0050,PRJ-1004,ART-003,2024-09-29,1.96,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0002293,PRJ-1005_SQ050_SH0100,PRJ-1005,ART-046,2025-01-11,9.44,Review Fixes,Y,Y,Production Tracker,
TE-0006017,PRJ-1013_SQ010_SH0060,PRJ-1013,ART-036,2026-04-04,2.18,Production,Y,Y,Timesheet Portal,Late turnover
TE-0004333,PRJ-1010_SQ080_SH0010,PRJ-1010,ART-014,2025-06-18,2.68,Production,Y,N,Production Tracker,Internal review changes
TE-0004805,PRJ-1010_SQ080_SH0080,PRJ-1010,ART-051,2025-12-28,1.03,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0000313,PRJ-1001_SQ070_SH0060,PRJ-1001,ART-045,2024-05-20,6.06,Production,Y,N,Production Tracker,Internal review changes
TE-0006080,PRJ-1013_SQ040_SH0070,PRJ-1013,ART-013,2026-04-01,9.14,Production,Y,Y,Production Tracker,Client notes
TE-0002884,PRJ-1006_SQ070_SH0070,PRJ-1006,ART-043,2025-06-01,2.68,Production,Y,Y,Production Tracker,
TE-0002289,PRJ-1005_SQ050_SH0100,PRJ-1005,ART-046,2024-12-27,8.24,R&D,N,Y,Production Tracker,Weekend delivery push
TE-0005004,PRJ-1011_SQ050_SH0020,PRJ-1011,ART-011,2025-08-07,5.2,Production,Y,N,Production Tracker,Internal review changes
TE-0004398,PRJ-1010_SQ010_SH0030,PRJ-1010,ART-038,2025-08-01,4.64,Review Fixes,Y,N,Production Tracker,
TE-0000755,PRJ-1002_SQ070_SH0030,PRJ-1002,ART-015,2024-04-26,21.7,R&D,N,Y,Timesheet Portal,
TE-0006847,PRJ-1015_SQ060_SH0110,PRJ-1015,ART-017,2026-09-23,9.39,Production,Y,Y,Production Tracker,
TE-0003504,PRJ-1008_SQ020_SH0070,PRJ-1008,ART-047,2025-06-22,6.76,Review Fixes,Y,Y,Timesheet Portal,Client notes
TE-0006734,PRJ-1015_SQ060_SH0070,PRJ-1015,ART-001,2026-07-16,3.69,Production,Y,N,Timesheet Portal,
TE-0003958,PRJ-1009_SQ050_SH0050,PRJ-1009,ART-016,2025-07-16,5.1,Production,Y,N,Timesheet Portal,
TE-0005720,PRJ-1012_SQ060_SH0060,PRJ-1012,ART-021,2026-04-27,3.7,Production,Y,N,Production Tracker,Internal review changes
TE-0002309,PRJ-1005_SQ030_SH0110,PRJ-1005,ART-032,2025-01-13,4.7,Production,Y,N,Production Tracker,Weekend delivery push
TE-0000247,PRJ-1001_SQ060_SH0050,PRJ-1001,ART-011,2024-05-05,3.05,Production,Y,Y,Production Tracker,Client notes
TE-0000553,PRJ-1002_SQ040_SH0010,PRJ-1002,ART-047,2024-02-12,8.4,Production,Y,Y,Production Tracker,
TE-0000183,PRJ-1001_SQ020_SH0040,PRJ-1001,ART-047,2024-03-22,6.05,Production,Y,N,Production Tracker,Client notes
TE-0003580,PRJ-1008_SQ030_SH0080,PRJ-1008,ART-009,2025-07-31,0.88,Production,Y,N,Production Tracker,Client notes
TE-0006241,PRJ-1014_SQ030_SH0030,PRJ-1014,ART-045,2026-03-23,7.41,Review Fixes,Y,N,Production Tracker,
TE-0006324,PRJ-1014_SQ050_SH0050,PRJ-1014,ART-005,2026-05-07,5.11,Production,Y,N,Production Tracker,
TE-0003069,PRJ-1007_SQ050_SH0040,PRJ-1007,ART-038,2025-02-18,14.26,Production,Y,Y,Production Tracker,Client notes
TE-0004445,PRJ-1010_SQ080_SH0030,PRJ-1010,ART-006,2025-08-16,6.37,Technical Setup,Y,Y,Production Tracker,Internal review changes
TE-0004814,PRJ-1010_SQ090_SH0080,PRJ-1010,ART-055,2025-12-20,6.58,Review Fixes,Y,Y,Production Tracker,
TE-0005291,PRJ-1011_SQ040_SH0110,PRJ-1011,ART-026,2026-02-21,9.01,Production,Y,Y,Production Tracker,Late turnover
TE-0003795,PRJ-1009_SQ050_SH0020,PRJ-1009,ART-006,2025-05-05,8.88,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0000186,PRJ-1001_SQ020_SH0040,PRJ-1001,ART-047,2024-03-20,12.21,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0001323,PRJ-1003_SQ050_SH0040,PRJ-1003,ART-041,2024-05-10,12.48,Technical Setup,Y,Y,Timesheet Portal,Late turnover
TE-0002262,PRJ-1005_SQ010_SH0100,PRJ-1005,ART-006,2024-12-20,3.71,Review Fixes,Y,N,Production Tracker,Weekend delivery push
TE-0002263,PRJ-1005_SQ010_SH0100,PRJ-1005,ART-006,2024-12-28,19.73,Technical Setup,Y,Y,Timesheet Portal,
TE-0001889,PRJ-1004_SQ080_SH0070,PRJ-1004,ART-049,2024-11-18,12.14,Production,Y,Y,Timesheet Portal,Weekend delivery push
TE-0003028,PRJ-1007_SQ040_SH0030,PRJ-1007,ART-056,2025-02-12,7.26,Review Fixes,Y,N,Production Tracker,
TE-0000852,PRJ-1002_SQ070_SH0040,PRJ-1002,ART-025,2024-05-29,3.69,Review Fixes,Y,N,Timesheet Portal,Internal review changes
TE-0000613,PRJ-1002_SQ110_SH0010,PRJ-1002,ART-041,2024-03-08,6.74,Production,Y,N,Timesheet Portal,
TE-0004094,PRJ-1009_SQ010_SH0080,PRJ-1009,ART-008,2025-09-09,3.11,Review Fixes,Y,N,Timesheet Portal,
TE-0000109,PRJ-1001_SQ080_SH0020,PRJ-1001,ART-052,2024-03-09,8.63,Production,Y,Y,Timesheet Portal,Late turnover
TE-0003973,PRJ-1009_SQ060_SH0050,PRJ-1009,ART-054,2025-07-08,3.14,Production,Y,N,Production Tracker,Weekend delivery push
TE-0005976,PRJ-1013_SQ030_SH0040,PRJ-1013,ART-044,2026-03-07,7.97,Production,Y,Y,Production Tracker,Internal review changes
TE-0001662,PRJ-1004_SQ010_SH0040,PRJ-1004,ART-046,2024-08-24,7.12,QC,Y,Y,Timesheet Portal,Late turnover
TE-0004946,PRJ-1010_SQ060_SH0100,PRJ-1010,ART-036,2026-03-09,7.17,Production,Y,N,Production Tracker,Late turnover
TE-0000747,PRJ-1002_SQ060_SH0030,PRJ-1002,ART-010,2024-05-03,7.2,Production,Y,N,Timesheet Portal,
TE-0001111,PRJ-1002_SQ070_SH0070,PRJ-1002,ART-060,2024-09-17,7.34,Production,Y,N,Production Tracker,
TE-0003892,PRJ-1009_SQ010_SH0040,PRJ-1009,ART-050,2025-06-10,12.44,Technical Setup,Y,Y,Timesheet Portal,
TE-0003143,PRJ-1007_SQ030_SH0070,PRJ-1007,ART-009,2025-03-15,8.6,Production,Y,Y,Production Tracker,
TE-0004170,PRJ-1009_SQ070_SH0090,PRJ-1009,ART-060,2025-11-11,6.89,Production,Y,N,Timesheet Portal,Client notes
TE-0002292,PRJ-1005_SQ050_SH0100,PRJ-1005,ART-046,2025-01-07,8.2,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0004154,PRJ-1009_SQ040_SH0090,PRJ-1009,ART-052,2025-10-18,12.62,Production,Y,Y,Timesheet Portal,Weekend delivery push
TE-0001373,PRJ-1003_SQ030_SH0060,PRJ-1003,ART-026,2024-05-24,2.8,R&D,N,N,Timesheet Portal,Weekend delivery push
TE-0006103,PRJ-1013_SQ010_SH0080,PRJ-1013,ART-013,2026-04-11,9.33,QC,Y,Y,Production Tracker,Client notes
TE-0006600,PRJ-1015_SQ050_SH0030,PRJ-1015,ART-020,2026-05-02,4.89,Production,Y,Y,Production Tracker,
TE-0002823,PRJ-1006_SQ090_SH0060,PRJ-1006,ART-052,2025-05-08,2.22,Review Fixes,Y,N,Timesheet Portal,Late turnover
TE-0001411,PRJ-1003_SQ030_SH0070,PRJ-1003,ART-047,2024-05-24,4.53,Production,Y,N,Production Tracker,
TE-0005718,PRJ-1012_SQ060_SH0060,PRJ-1012,ART-044,2026-04-16,0,Review Fixes,Y,Y,Production Tracker,Internal review changes
TE-0002746,PRJ-1006_SQ100_SH0050,PRJ-1006,ART-006,2025-03-28,8.88,Production,Y,Y,Production Tracker,
TE-0006861,PRJ-1015_SQ020_SH0120,PRJ-1015,ART-019,2026-10-12,4.52,Production,Y,N,Production Tracker,Internal review changes
TE-0001853,PRJ-1004_SQ020_SH0070,PRJ-1004,ART-024,2024-11-03,9.18,Production,Y,Y,Timesheet Portal,Client notes
TE-0001500,PRJ-1004_SQ030_SH0010,PRJ-1004,ART-046,2024-06-06,6.36,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0001855,PRJ-1004_SQ020_SH0070,PRJ-1004,ART-024,2024-11-19,6.84,Production,Y,N,Production Tracker,Late turnover
TE-0005379,PRJ-1012_SQ070_SH0010,PRJ-1012,ART-036,2025-10-17,2.42,Review Fixes,Y,N,Timesheet Portal,
TE-0000714,PRJ-1002_SQ010_SH0030,PRJ-1002,ART-052,2024-04-10,4.82,Technical Setup,Y,N,Production Tracker,Internal review changes
TE-0001496,PRJ-1004_SQ020_SH0010,PRJ-1004,ART-010,2024-06-17,7.2,Review Fixes,Y,N,Production Tracker,
TE-0001135,PRJ-1002_SQ090_SH0070,PRJ-1002,ART-038,2024-10-01,36.08,Technical Setup,Y,Y,Production Tracker,Client notes
TE-0003202,PRJ-1008_SQ090_SH0010,PRJ-1008,ART-031,2025-03-02,3.07,Production,Y,Y,Production Tracker,Internal review changes
TE-0004633,PRJ-1010_SQ080_SH0060,PRJ-1010,ART-028,2025-10-22,4.63,Production,Y,N,Production Tracker,
TE-0000027,PRJ-1001_SQ040_SH0010,PRJ-1001,ART-058,2024-01-24,2.32,Production,Y,N,Production Tracker,Late turnover
TE-0000868,PRJ-1002_SQ100_SH0040,PRJ-1002,ART-026,2024-06-19,4.29,Production,Y,N,Timesheet Portal,Late turnover
TE-0002277,PRJ-1005_SQ030_SH0100,PRJ-1005,ART-039,2025-01-01,4.84,Production,Y,N,Production Tracker,Late turnover
TE-0006045,PRJ-1013_SQ040_SH0060,PRJ-1013,ART-038,2026-04-07,6.03,Production,Y,N,Production Tracker,
TE-0006452,PRJ-1014_SQ030_SH0100,PRJ-1014,ART-051,2026-07-27,7.81,Production,Y,N,Production Tracker,Internal review changes
TE-0001374,PRJ-1003_SQ030_SH0060,PRJ-1003,ART-026,2024-05-27,6.95,Production,Y,N,Timesheet Portal,
TE-0004882,PRJ-1010_SQ070_SH0090,PRJ-1010,ART-038,2026-01-18,5.2,Production,Y,Y,Timesheet Portal,Weekend delivery push
TE-0003661,PRJ-1008_SQ040_SH0090,PRJ-1008,ART-010,2025-08-06,2.12,Production,Y,N,Production Tracker,Client notes
TE-0006688,PRJ-1015_SQ010_SH0060,PRJ-1015,ART-051,2026-06-21,14.13,Review Fixes,Y,Y,Timesheet Portal,Client notes
TE-0000981,PRJ-1002_SQ040_SH0060,PRJ-1002,ART-041,2024-08-08,4.33,Technical Setup,Y,N,Timesheet Portal,Client notes
TE-0001908,PRJ-1004_SQ020_SH0080,PRJ-1004,ART-028,2024-12-08,11.84,Production,Y,Y,Timesheet Portal,
TE-0000201,PRJ-1001_SQ060_SH0040,PRJ-1001,ART-038,2024-04-13,2.83,Production,Y,Y,Production Tracker,Internal review changes
TE-0005400,PRJ-1012_SQ100_SH0010,PRJ-1012,ART-023,2025-11-01,8.5,Production,Y,Y,Timesheet Portal,Weekend delivery push
TE-0006748,PRJ-1015_SQ020_SH0080,PRJ-1015,ART-032,2026-07-23,5.0,Production,Y,N,Production Tracker,
TE-0005490,PRJ-1012_SQ010_SH0030,PRJ-1012,ART-016,2025-12-31,9.34,Production,1,Y,Production Tracker,Client notes
TE-0001725,PRJ-1004_SQ010_SH0050,PRJ-1004,ART-041,2024-09-07,3.32,Production,Y,Y,Production Tracker,Client notes
TE-0004988,PRJ-1011_SQ010_SH0020,PRJ-1011,ART-023,2025-08-05,6.31,Production,Y,N,Timesheet Portal,Client notes
TE-0005600,PRJ-1012_SQ100_SH0040,PRJ-1012,ART-042,2026-03-07,4.25,Review Fixes,Y,Y,Production Tracker,
TE-0006212,PRJ-1014_SQ030_SH0020,PRJ-1014,ART-046,2026-03-10,8.44,R&D,N,Y,Production Tracker,Client notes
TE-0004414,PRJ-1010_SQ040_SH0030,PRJ-1010,ART-041,2025-08-05,1.69,Review Fixes,Y,N,Production Tracker,Weekend delivery push
TE-0006657,PRJ-1015_SQ070_SH0040,PRJ-1015,ART-007,2026-06-16,6.23,Review Fixes,Y,N,Timesheet Portal,Late turnover
TE-0006162,PRJ-1013_SQ040_SH0090,PRJ-1013,ART-033,2026-05-16,3.78,Production,Y,Y,Timesheet Portal,
TE-0002246,PRJ-1005_SQ050_SH0090,PRJ-1005,ART-027,2024-12-08,3.52,Production,Y,Y,Timesheet Portal,
TE-0003538,PRJ-1008_SQ080_SH0070,PRJ-1008,ART-005,2025-07-04,4.95,Production,Y,N,Production Tracker,Client notes
TE-0003093,PRJ-1007_SQ040_SH0050,PRJ-1007,ART-008,2025-02-12,8.12,Review Fixes,Y,Y,Production Tracker,
TE-0000584,PRJ-1002_SQ070_SH0010,PRJ-1002,ART-008,2024-03-06,8.38,Technical Setup,Y,Y,Production Tracker,Client notes
TE-0004472,PRJ-1010_SQ100_SH0030,PRJ-1010,ART-015,2025-08-28,9.34,Review Fixes,Y,Y,Timesheet Portal,Internal review changes
TE-0005237,PRJ-1011_SQ050_SH0090,PRJ-1011,ART-015,2026-01-18,3.57,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0002321,PRJ-1005_SQ040_SH0110,prj-1005,ART-050,2025-01-19,5.52,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0002862,PRJ-1006_SQ020_SH0070,PRJ-1006,ART-008,2025-06-06,54.25,R&D,N,Y,Production Tracker,Client notes
TE-0000456,PRJ-1001_SQ060_SH0090,PRJ-1001,ART-021,2024-07-10,2.17,Review Fixes,Y,N,Production Tracker,
TE-0003554,PRJ-1008_SQ090_SH0070,PRJ-1008,ART-042,2025-07-13,6.63,Production,Y,Y,Timesheet Portal,Late turnover
TE-0002743,PRJ-1006_SQ090_SH0050,PRJ-1006,ART-053,2025-04-09,5.34,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0003588,PRJ-1008_SQ040_SH0080,PRJ-1008,ART-027,2025-07-28,0.89,Production,Y,N,Timesheet Portal,
TE-0005596,PRJ-1012_SQ100_SH0040,PRJ-1012,ART-042,2026-03-06,9.54,Review Fixes,Y,OT,Production Tracker,
TE-0000220,PRJ-1001_SQ020_SH0050,PRJ-1001,ART-021,2024-04-25,2.32,Production,Y,N,Timesheet Portal,
TE-0004321,PRJ-1010_SQ050_SH0010,PRJ-1010,ART-016,2025-06-02,3.57,Production,Y,N,Production Tracker,Internal review changes
TE-0003814,PRJ-1009_SQ070_SH0020,PRJ-1009,ART-033,2025-05-10,12.69,Technical Setup,Y,Y,Timesheet Portal,Late turnover
TE-0004103,PRJ-1009_SQ030_SH0080,PRJ-1009,ART-038,2025-09-11,4.58,Production,Y,No,Production Tracker,
TE-0005387,PRJ-1012_SQ090_SH0010,PRJ-1012,ART-040,2025-11-26,6.59,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0002762,PRJ-1006_SQ010_SH0060,PRJ-1006,ART-059,2025-04-12,2.89,Production,Y,Y,Timesheet Portal,
TE-0004244,PRJ-1009_SQ030_SH0110,PRJ-1009,ART-060,2025-11-30,7.3,Review Fixes,Y,Y,Timesheet Portal,Weekend delivery push
TE-0001635,PRJ-1004_SQ070_SH0030,PRJ-1004,ART-020,2024-08-30,1.78,Production,Y,N,Production Tracker,Late turnover
TE-0003379,PRJ-1008_SQ090_SH0040,PRJ-1008,ART-041,2025-05-04,9.38,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0004394,PRJ-1010_SQ010_SH0030,PRJ-1010,ART-038,2025-07-17,1.2,Review Fixes,Y,N,Production Tracker,Late turnover
TE-0001777,PRJ-1004_SQ090_SH0050,PRJ-1004,ART-052,2024-09-30,8.78,Production,Y,Y,Production Tracker,
TE-0003383,PRJ-1008_SQ010_SH0050,PRJ-1008,ART-050,2025-05-24,1.43,Review Fixes,Y,Y,Timesheet Portal,Late turnover
TE-0000459,PRJ-1001_SQ070_SH0090,PRJ-1001,ART-042,2024-08-10,7.03,Production,Y,Y,Timesheet Portal,
TE-0002583,PRJ-1006_SQ080_SH0030,PRJ-1006,ART-054,2025-01-23,2.71,Production,Y,N,Production Tracker,
TE-0005128,PRJ-1011_SQ050_SH0060,PRJ-1011,ART-055,2025-10-30,8.63,Production,Y,Y,Timesheet Portal,Late turnover
TE-0005480,PRJ-1012_SQ120_SH0020,PRJ-1012,ART-005,2025-12-14,7.06,Review Fixes,Y,Y,Timesheet Portal,Client notes
TE-0005031,PRJ-1011_SQ040_SH0030,PRJ-1011,ART-031,2025-09-04,9.42,R&D,N,Y,Production Tracker,
TE-0006129,PRJ-1013_SQ040_SH0080,PRJ-1013,ART-003,2026-04-19,6.06,Production,Y,Y,Timesheet Portal,Client notes
TE-0005675,PRJ-1012_SQ090_SH0050,PRJ-1012,ART-019,2026-03-15,5.04,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0001542,PRJ-1004_SQ010_SH0020,PRJ-1004,ART-038,2024-07-04,7.04,Production,Y,N,Production Tracker,
TE-0004903,PRJ-1010_SQ100_SH0090,PRJ-1010,ART-025,2026-02-05,6.43,Technical Setup,Y,N,Production Tracker,
TE-0006145,PRJ-1013_SQ020_SH0090,PRJ-1013,ART-045,2026-05-01,3.55,Production,Y,N,Production Tracker,Late turnover
TE-0001588,PRJ-1004_SQ010_SH0030,PRJ-1004,ART-010,2024-08-03,1.29,Production,Y,Y,Production Tracker,
TE-0003725,PRJ-1009_SQ020_SH0010,PRJ-1009,ART-024,2025-04-08,28.46,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0002768,PRJ-1006_SQ020_SH0060,PRJ-1006,ART-020,2025-04-08,1.34,Production,Y,N,Production Tracker,Internal review changes
TE-0004237,PRJ-1009_SQ010_SH0110,PRJ-1009,ART-026,2025-11-23,6.25,QC,Y,Y,Production Tracker,
TE-0003048,PRJ-1007_SQ030_SH0040,PRJ-1007,ART-033,2025-02-04,1.85,Technical Setup,Y,N,Timesheet Portal,
TE-0004933,PRJ-1010_SQ040_SH0100,PRJ-1010,ART-049,2026-02-09,9.37,QC,Y,Y,Production Tracker,Internal review changes
TE-0003979,PRJ-1009_SQ070_SH0050,PRJ-1009,ART-037,2025-07-24,2.93,Review Fixes,Y,N,Timesheet Portal,Client notes
TE-0002625,PRJ-1006_SQ010_SH0040,PRJ-1006,ART-034,2025-01-29,6.18,Production,Y,N,Timesheet Portal,
TE-0004800,PRJ-1010_SQ080_SH0080,PRJ-1010,ART-051,2025-12-29,4.32,Review Fixes,Y,N,Timesheet Portal,Weekend delivery push
TE-0006231,PRJ-1014_SQ060_SH0020,PRJ-1014,ART-058,2026-03-11,2.47,Production,Y,N,Timesheet Portal,
